BRAND,BRAND_BELONGS_TO_CATEGORY,RECEIPTS,OFFER,RETAILER,cleaned_offer,cleaned_retailer,cleaned_brand,cleaned_brand_category,cleaned_data
THOMAS,Bakery,24,Thomas'® Bagel Thins,Unknown,thoma bagel thin,unknown,thoma,bakeri,thoma bagel thin unknown thoma bagel thin bakeri
BARILLA,Dry Pasta,25852,Barilla® Pesto Sauce,Unknown,barilla pesto sauc,unknown,barilla,dri pasta,barilla pesto sauc unknown barilla pesto sauc dri pasta
BARILLA,Dry Pasta,25852,"Barilla® Pasta, select varieties, buy 2",Unknown,barilla pasta select varieti buy,unknown,barilla,dri pasta,barilla pasta select varieti buy unknown barilla pasta select varieti buy dri pasta
BARILLA,Dry Pasta,25852,"Barilla® pasta, select varieties, buy 3",Unknown,barilla pasta select varieti buy,unknown,barilla,dri pasta,barilla pasta select varieti buy unknown barilla pasta select varieti buy dri pasta
BARILLA,Dry Pasta,25852,"Barilla® pasta, select varieties, buy 4",Unknown,barilla pasta select varieti buy,unknown,barilla,dri pasta,barilla pasta select varieti buy unknown barilla pasta select varieti buy dri pasta
BARILLA,Dry Pasta,25852,"Barilla® pasta, select varieties, buy 2",Unknown,barilla pasta select varieti buy,unknown,barilla,dri pasta,barilla pasta select varieti buy unknown barilla pasta select varieti buy dri pasta
BARILLA,Chips,5816,Barilla® Pesto Sauce,Unknown,barilla pesto sauc,unknown,barilla,chip,barilla pesto sauc unknown barilla pesto sauc chip
BARILLA,Chips,5816,"Barilla® Pasta, select varieties, buy 2",Unknown,barilla pasta select varieti buy,unknown,barilla,chip,barilla pasta select varieti buy unknown barilla pasta select varieti buy chip
BARILLA,Chips,5816,"Barilla® pasta, select varieties, buy 3",Unknown,barilla pasta select varieti buy,unknown,barilla,chip,barilla pasta select varieti buy unknown barilla pasta select varieti buy chip
BARILLA,Chips,5816,"Barilla® pasta, select varieties, buy 4",Unknown,barilla pasta select varieti buy,unknown,barilla,chip,barilla pasta select varieti buy unknown barilla pasta select varieti buy chip
BARILLA,Chips,5816,"Barilla® pasta, select varieties, buy 2",Unknown,barilla pasta select varieti buy,unknown,barilla,chip,barilla pasta select varieti buy unknown barilla pasta select varieti buy chip
BARILLA,Red Pasta Sauce,581,Barilla® Pesto Sauce,Unknown,barilla pesto sauc,unknown,barilla,red pasta sauc,barilla pesto sauc unknown barilla pesto sauc red pasta sauc
BARILLA,Red Pasta Sauce,581,"Barilla® Pasta, select varieties, buy 2",Unknown,barilla pasta select varieti buy,unknown,barilla,red pasta sauc,barilla pasta select varieti buy unknown barilla pasta select varieti buy red pasta sauc
BARILLA,Red Pasta Sauce,581,"Barilla® pasta, select varieties, buy 3",Unknown,barilla pasta select varieti buy,unknown,barilla,red pasta sauc,barilla pasta select varieti buy unknown barilla pasta select varieti buy red pasta sauc
BARILLA,Red Pasta Sauce,581,"Barilla® pasta, select varieties, buy 4",Unknown,barilla pasta select varieti buy,unknown,barilla,red pasta sauc,barilla pasta select varieti buy unknown barilla pasta select varieti buy red pasta sauc
BARILLA,Red Pasta Sauce,581,"Barilla® pasta, select varieties, buy 2",Unknown,barilla pasta select varieti buy,unknown,barilla,red pasta sauc,barilla pasta select varieti buy unknown barilla pasta select varieti buy red pasta sauc
BARILLA,Pesto Sauce,525,Barilla® Pesto Sauce,Unknown,barilla pesto sauc,unknown,barilla,pesto sauc,barilla pesto sauc unknown barilla pesto sauc pesto sauc
BARILLA,Pesto Sauce,525,"Barilla® Pasta, select varieties, buy 2",Unknown,barilla pasta select varieti buy,unknown,barilla,pesto sauc,barilla pasta select varieti buy unknown barilla pasta select varieti buy pesto sauc
BARILLA,Pesto Sauce,525,"Barilla® pasta, select varieties, buy 3",Unknown,barilla pasta select varieti buy,unknown,barilla,pesto sauc,barilla pasta select varieti buy unknown barilla pasta select varieti buy pesto sauc
BARILLA,Pesto Sauce,525,"Barilla® pasta, select varieties, buy 4",Unknown,barilla pasta select varieti buy,unknown,barilla,pesto sauc,barilla pasta select varieti buy unknown barilla pasta select varieti buy pesto sauc
BARILLA,Pesto Sauce,525,"Barilla® pasta, select varieties, buy 2",Unknown,barilla pasta select varieti buy,unknown,barilla,pesto sauc,barilla pasta select varieti buy unknown barilla pasta select varieti buy pesto sauc
SNICKERS,Candy,23740,"SNICKERS®, select sizes, buy 1",Unknown,snicker select size buy,unknown,snicker,candi,snicker select size buy unknown snicker select size buy candi
SNICKERS,Candy,23740,"SNICKERS® chocolate candy bar, select varieties",Unknown,snicker chocol candi bar select varieti,unknown,snicker,candi,snicker chocol candi bar select varieti unknown snicker chocol candi bar select varieti candi
SARGENTO,Cheese,22912,"Sargento Sliced Cheese, spend $25",Unknown,sargento slice chees spend,unknown,sargento,chees,sargento slice chees spend unknown sargento slice chees spend chees
SARGENTO,Cheese,22912,"Sargento Sliced Cheese, spend $12",Unknown,sargento slice chees spend,unknown,sargento,chees,sargento slice chees spend unknown sargento slice chees spend chees
SARGENTO,Cheese,22912,"Sargento® products, select varieties",Unknown,sargento product select varieti,unknown,sargento,chees,sargento product select varieti unknown sargento product select varieti chees
SARGENTO,Cheese,22912,"Sargento® products, select varieties, buy 3",Unknown,sargento product select varieti buy,unknown,sargento,chees,sargento product select varieti buy unknown sargento product select varieti buy chees
SARGENTO,Cheese,22912,"Sargento Sliced Cheese, spend $18",Unknown,sargento slice chees spend,unknown,sargento,chees,sargento slice chees spend unknown sargento slice chees spend chees
SARGENTO,Cheese,22912,Sargento Product,Unknown,sargento product,unknown,sargento,chees,sargento product unknown sargento product chees
ENTENMANNS,Snack Cakes,21898,Little Bites® Spend $10 at Walmart®,WALMART,littl bite spend walmart,walmart,entenmann,snack cake,littl bite spend walmart walmart littl bite spend walmart snack cake
ENTENMANNS,Cookies,382,Little Bites® Spend $10 at Walmart®,WALMART,littl bite spend walmart,walmart,entenmann,cooki,littl bite spend walmart walmart littl bite spend walmart cooki
ENTENMANNS,Wine,142,Little Bites® Spend $10 at Walmart®,WALMART,littl bite spend walmart,walmart,entenmann,wine,littl bite spend walmart walmart littl bite spend walmart wine
ENTENMANNS,Bakery,47,Little Bites® Spend $10 at Walmart®,WALMART,littl bite spend walmart,walmart,entenmann,bakeri,littl bite spend walmart walmart littl bite spend walmart bakeri
TOSTITOS,Chips,21401,Tostitos® Toppers™,Unknown,tostito topper,unknown,tostito,chip,tostito topper unknown tostito topper chip
TOSTITOS,Dips & Salsa,9299,Tostitos® Toppers™,Unknown,tostito topper,unknown,tostito,dip salsa,tostito topper unknown tostito topper dip salsa
TOSTITOS,Sauces & Marinades,30,Tostitos® Toppers™,Unknown,tostito topper,unknown,tostito,sauc marinad,tostito topper unknown tostito topper sauc marinad
SARA LEE,Bread,18136,"Sara Lee® bread, select varieties, buy 2 at Walmart®",WALMART,sara lee bread select varieti buy walmart,walmart,sara lee,bread,sara lee bread select varieti buy walmart walmart sara lee bread select varieti buy walmart bread
SARA LEE,Bread,18136,"Sara Lee® bread select varieties, buy 2",WALMART,sara lee bread select varieti buy,walmart,sara lee,bread,sara lee bread select varieti buy walmart sara lee bread select varieti buy bread
SARA LEE,Bread,18136,"Sara Lee® Delightful bread, buy 2",Unknown,sara lee delight bread buy,unknown,sara lee,bread,sara lee delight bread buy unknown sara lee delight bread buy bread
SARA LEE,Cheese,1028,"Sara Lee® bread, select varieties, buy 2 at Walmart®",WALMART,sara lee bread select varieti buy walmart,walmart,sara lee,chees,sara lee bread select varieti buy walmart walmart sara lee bread select varieti buy walmart chees
SARA LEE,Cheese,1028,"Sara Lee® bread select varieties, buy 2",WALMART,sara lee bread select varieti buy,walmart,sara lee,chees,sara lee bread select varieti buy walmart sara lee bread select varieti buy chees
SARA LEE,Cheese,1028,"Sara Lee® Delightful bread, buy 2",Unknown,sara lee delight bread buy,unknown,sara lee,chees,sara lee delight bread buy unknown sara lee delight bread buy chees
SARA LEE,Bakery,916,"Sara Lee® bread, select varieties, buy 2 at Walmart®",WALMART,sara lee bread select varieti buy walmart,walmart,sara lee,bakeri,sara lee bread select varieti buy walmart walmart sara lee bread select varieti buy walmart bakeri
SARA LEE,Bakery,916,"Sara Lee® bread select varieties, buy 2",WALMART,sara lee bread select varieti buy,walmart,sara lee,bakeri,sara lee bread select varieti buy walmart sara lee bread select varieti buy bakeri
SARA LEE,Bakery,916,"Sara Lee® Delightful bread, buy 2",Unknown,sara lee delight bread buy,unknown,sara lee,bakeri,sara lee delight bread buy unknown sara lee delight bread buy bakeri
SARA LEE,"Cereal, Granola, & Toaster Pastries",28,"Sara Lee® bread, select varieties, buy 2 at Walmart®",WALMART,sara lee bread select varieti buy walmart,walmart,sara lee,cereal granola toaster pastri,sara lee bread select varieti buy walmart walmart sara lee bread select varieti buy walmart cereal granola toaster pastri
SARA LEE,"Cereal, Granola, & Toaster Pastries",28,"Sara Lee® bread select varieties, buy 2",WALMART,sara lee bread select varieti buy,walmart,sara lee,cereal granola toaster pastri,sara lee bread select varieti buy walmart sara lee bread select varieti buy cereal granola toaster pastri
SARA LEE,"Cereal, Granola, & Toaster Pastries",28,"Sara Lee® Delightful bread, buy 2",Unknown,sara lee delight bread buy,unknown,sara lee,cereal granola toaster pastri,sara lee delight bread buy unknown sara lee delight bread buy cereal granola toaster pastri
SARA LEE,Frozen Desserts,26,"Sara Lee® bread, select varieties, buy 2 at Walmart®",WALMART,sara lee bread select varieti buy walmart,walmart,sara lee,frozen dessert,sara lee bread select varieti buy walmart walmart sara lee bread select varieti buy walmart frozen dessert
SARA LEE,Frozen Desserts,26,"Sara Lee® bread select varieties, buy 2",WALMART,sara lee bread select varieti buy,walmart,sara lee,frozen dessert,sara lee bread select varieti buy walmart sara lee bread select varieti buy frozen dessert
SARA LEE,Frozen Desserts,26,"Sara Lee® Delightful bread, buy 2",Unknown,sara lee delight bread buy,unknown,sara lee,frozen dessert,sara lee delight bread buy unknown sara lee delight bread buy frozen dessert
BEN AND JERRYS,Frozen Desserts,18085,"Ben & Jerry's Frozen Creme Brulee Non Dairy Dessert, 16 ounce",Unknown,ben jerri frozen creme brule non dairi dessert ounc,unknown,ben jerri,frozen dessert,ben jerri frozen creme brule non dairi dessert ounc unknown ben jerri frozen creme brule non dairi dessert ounc frozen dessert
BEN AND JERRYS,Frozen Desserts,18085,"Ben & Jerry's® Doggie Desserts, 4 count",Unknown,ben jerri doggi dessert count,unknown,ben jerri,frozen dessert,ben jerri doggi dessert count unknown ben jerri doggi dessert count frozen dessert
BEN AND JERRYS,Frozen Desserts,18085,"Ben & Jerry's Frozen Sugar Cookie Dough Chunks, 8 ounce",Unknown,ben jerri frozen sugar cooki dough chunk ounc,unknown,ben jerri,frozen dessert,ben jerri frozen sugar cooki dough chunk ounc unknown ben jerri frozen sugar cooki dough chunk ounc frozen dessert
BEN AND JERRYS,Frozen Desserts,18085,"Ben & Jerry's®, select varieties",Unknown,ben jerri select varieti,unknown,ben jerri,frozen dessert,ben jerri select varieti unknown ben jerri select varieti frozen dessert
BEN AND JERRYS,Frozen Desserts,18085,"Ben & Jerry's®, select varieties, spend $12",Unknown,ben jerri select varieti spend,unknown,ben jerri,frozen dessert,ben jerri select varieti spend unknown ben jerri select varieti spend frozen dessert
BEN AND JERRYS,Frozen Desserts,18085,"Ben & Jerry's® Doggie Desserts, 4 ounce, buy 2",Unknown,ben jerri doggi dessert ounc buy,unknown,ben jerri,frozen dessert,ben jerri doggi dessert ounc buy unknown ben jerri doggi dessert ounc buy frozen dessert
BEN AND JERRYS,Frozen Desserts,18085,"Ben & Jerry's Wake & No Bake Cookie Dough Ice Cream, 16 ounce",Unknown,ben jerri wake bake cooki dough ice cream ounc,unknown,ben jerri,frozen dessert,ben jerri wake bake cooki dough ice cream ounc unknown ben jerri wake bake cooki dough ice cream ounc frozen dessert
BEN AND JERRYS,Frozen Desserts,18085,Ben & Jerry's® Churray For Churros™ Ice Cream,Unknown,ben jerri churray churro ice cream,unknown,ben jerri,frozen dessert,ben jerri churray churro ice cream unknown ben jerri churray churro ice cream frozen dessert
BREYERS,Frozen Desserts,16732,"Breyers Reese's Ice Cream, select varieties, at GIANT OR MARTIN’S",MARTINS FOODS,breyer rees ice cream select varieti giant martin,martin food,breyer,frozen dessert,breyer rees ice cream select varieti giant martin martin food breyer rees ice cream select varieti giant martin frozen dessert
BREYERS,Frozen Breads & Doughs,1678,"Breyers Reese's Ice Cream, select varieties, at GIANT OR MARTIN’S",MARTINS FOODS,breyer rees ice cream select varieti giant martin,martin food,breyer,frozen bread dough,breyer rees ice cream select varieti giant martin martin food breyer rees ice cream select varieti giant martin frozen bread dough
TWIX,Candy,16006,"TWIX®, select sizes",Unknown,twix select size,unknown,twix,candi,twix select size unknown twix select size candi
TWIX,Candy,16006,"TWIX®, select varieties",Unknown,twix select varieti,unknown,twix,candi,twix select varieti unknown twix select varieti candi
TWIX,Cookies,121,"TWIX®, select sizes",Unknown,twix select size,unknown,twix,cooki,twix select size unknown twix select size cooki
TWIX,Cookies,121,"TWIX®, select varieties",Unknown,twix select varieti,unknown,twix,cooki,twix select varieti unknown twix select varieti cooki
DOVE,Bath & Body,15821,"Dove Hand Wash, select varieties, buy 2 at Target",TARGET,dove hand wash select varieti buy target,target,dove,bath bodi,dove hand wash select varieti buy target target dove hand wash select varieti buy target bath bodi
DOVE,Bath & Body,15821,"Dove Hand Wash, select varieties at Target",TARGET,dove hand wash select varieti target,target,dove,bath bodi,dove hand wash select varieti target target dove hand wash select varieti target bath bodi
DOVE,Deodorant & Antiperspirant,4648,"Dove Hand Wash, select varieties, buy 2 at Target",TARGET,dove hand wash select varieti buy target,target,dove,deodor antiperspir,dove hand wash select varieti buy target target dove hand wash select varieti buy target deodor antiperspir
DOVE,Deodorant & Antiperspirant,4648,"Dove Hand Wash, select varieties at Target",TARGET,dove hand wash select varieti target,target,dove,deodor antiperspir,dove hand wash select varieti target target dove hand wash select varieti target deodor antiperspir
DOVE,Hair Care,1635,"Dove Hand Wash, select varieties, buy 2 at Target",TARGET,dove hand wash select varieti buy target,target,dove,hair care,dove hand wash select varieti buy target target dove hand wash select varieti buy target hair care
DOVE,Hair Care,1635,"Dove Hand Wash, select varieties at Target",TARGET,dove hand wash select varieti target,target,dove,hair care,dove hand wash select varieti target target dove hand wash select varieti target hair care
DOVE,Makeup,13,"Dove Hand Wash, select varieties, buy 2 at Target",TARGET,dove hand wash select varieti buy target,target,dove,makeup,dove hand wash select varieti buy target target dove hand wash select varieti buy target makeup
DOVE,Makeup,13,"Dove Hand Wash, select varieties at Target",TARGET,dove hand wash select varieti target,target,dove,makeup,dove hand wash select varieti target target dove hand wash select varieti target makeup
SKITTLES,Candy,15809,"SKITTLES®, select varieties",Unknown,skittl select varieti,unknown,skittl,candi,skittl select varieti unknown skittl select varieti candi
SKITTLES,Candy,15809,"SKITTLES®, select sizes",Unknown,skittl select size,unknown,skittl,candi,skittl select size unknown skittl select size candi
SKITTLES,Fruit Juices,74,"SKITTLES®, select varieties",Unknown,skittl select varieti,unknown,skittl,fruit juic,skittl select varieti unknown skittl select varieti fruit juic
SKITTLES,Fruit Juices,74,"SKITTLES®, select sizes",Unknown,skittl select size,unknown,skittl,fruit juic,skittl select size unknown skittl select size fruit juic
LIFESAVERS,Candy,14431,LIFE SAVERS®,Unknown,life saver,unknown,lifesav,candi,life saver unknown life saver candi
LIFESAVERS,Candy,14431,"LIFESAVERS®, any size, buy 1",Unknown,lifesav size buy,unknown,lifesav,candi,lifesav size buy unknown lifesav size buy candi
EXTRA,Gum,12828,"EXTRA®, select varieties",Unknown,extra select varieti,unknown,extra,gum,extra select varieti unknown extra select varieti gum
